"method.set"	"coverage.set"	"smaller.set"	"bigger.set"	"truemean.set"	"bootmean.set"	"n.set"	"B.set"	"round.set"	"difference.set"	"length.set"	"distribution.set"
2	0.08	0	0	9.888	10.4134325334574	50	100	100	-0.525432533457378	-4.45157954544113	"normal"
3	0.08	0	0	9.888	10.3926769857989	50	100	100	-0.504676985798859	-4.53982452320903	"normal"
1	0.09	0	0	9.888	10.3301410243536	50	100	100	-0.442141024353615	-4.824085529344	"normal"
2	0.09	0	0	9.888	10.1919509210944	50	100	100	-0.303950921094421	-4.42306119177814	"normal"
3	0.09	0	0	9.888	10.3074841635403	50	100	100	-0.419484163540272	-4.66376945673233	"normal"
1	0.1	0	0	9.888	10.454643260006	50	100	100	-0.566643260006034	-4.41600337325902	"normal"
2	0.1	0	0	9.888	10.3174456556894	50	100	100	-0.429445655689351	-4.77120989447569	"normal"
3	0.1	0	0	9.888	10.4076063872869	50	100	100	-0.519606387286904	-4.0905024583615	"normal"
1	0.11	0	0	9.888	10.2485784488806	50	100	100	-0.36057844888062	-4.61601103066032	"normal"
2	0.11	0	0	9.888	10.2781820794353	50	100	100	-0.390182079435331	-3.91371524511206	"normal"
3	0.11	0	0	9.888	10.5644116472534	50	100	100	-0.676411647253367	-4.06454853775902	"normal"
1	0.12	0	0	9.888	10.4224638722173	50	100	100	-0.534463872217298	-4.58689206130597	"normal"
2	0.12	0	0	9.888	10.4386323743394	50	100	100	-0.550632374339367	-4.08086911419759	"normal"
3	0.12	0	0	9.888	10.4628231963746	50	100	100	-0.574823196374616	-4.87028646494152	"normal"
1	0.13	0	0	9.888	10.2730626718799	50	100	100	-0.385062671879902	-4.27950745697032	"normal"
2	0.13	0	0	9.888	10.359240306781	50	100	100	-0.47124030678104	-5.09020754781938	"normal"
3	0.13	0	0	9.888	10.2900225612407	50	100	100	-0.402022561240733	-5.02991114784976	"normal"
1	0.14	0	0	9.888	10.3457653546472	50	100	100	-0.457765354647234	-4.13561422892467	"normal"
2	0.14	0	0	9.888	10.4239776894688	50	100	100	-0.535977689468817	-5.16844072420902	"normal"
3	0.14	0	0	9.888	10.6912698386082	50	100	100	-0.803269838608225	-3.90261966613571	"normal"
1	0.15	0	0	9.888	10.343051691632	50	100	100	-0.455051691631969	-4.41581404704491	"normal"
2	0.15	0	0	9.888	10.3177880388476	50	100	100	-0.429788038847567	-4.77735013924604	"normal"
3	0.15	0	0	9.888	10.3465690405705	50	100	100	-0.458569040570541	-5.14103433191021	"normal"
1	0.16	0	0	9.888	10.2809307521188	50	100	100	-0.392930752118762	-5.02925576820416	"normal"
2	0.16	0	0	9.888	10.4613044318946	50	100	100	-0.573304431894618	-4.95976940523196	"normal"
3	0.16	0	0	9.888	10.5364153620442	50	100	100	-0.648415362044153	-4.08276569134002	"normal"
1	0.17	0	0	9.888	10.2904231501902	50	100	100	-0.402423150190241	-3.87138115483157	"normal"
2	0.17	0	0	9.888	10.3950756194198	50	100	100	-0.50707561941978	-4.28266439196887	"normal"
3	0.17	0	0	9.888	10.5560267156958	50	100	100	-0.668026715695778	-4.71105270475654	"normal"
1	0.18	0	0	9.888	10.1158785023019	50	100	100	-0.227878502301909	-4.44576083162813	"normal"
2	0.18	0	0	9.888	10.4573259697149	50	100	100	-0.56932596971486	-4.4163945849793	"normal"
3	0.18	0	0	9.888	10.3268331002906	50	100	100	-0.438833100290628	-4.53553842418105	"normal"
1	0.19	0	0	9.888	10.4526252918324	50	100	100	-0.564625291832355	-4.48138603056396	"normal"
2	0.19	0	0	9.888	10.2710003082246	50	100	100	-0.383000308224551	-4.87082690163762	"normal"
3	0.19	0	0	9.888	10.3116705539929	50	100	100	-0.42367055399288	-4.83588194156057	"normal"
1	0.2	0	0	9.888	10.2760694896948	50	100	100	-0.388069489694766	-4.69722774452666	"normal"
2	0.2	0	0	9.888	10.3647189585189	50	100	100	-0.476718958518941	-4.49522227684214	"normal"
3	0.2	0	0	9.888	10.40770784091	50	100	100	-0.519707840910025	-4.75948334175424	"normal"
1	0.21	0	0	9.888	10.4994937528886	50	100	100	-0.611493752888608	-5.07657423183481	"normal"
2	0.21	0	0	9.888	10.3727037406044	50	100	100	-0.484703740604438	-4.56754562521414	"normal"
3	0.21	0	0	9.888	10.2026179931114	50	100	100	-0.314617993111369	-4.87486490387388	"normal"
1	0.22	0	0	9.888	10.4311096628482	50	100	100	-0.54310966284816	-4.87364758114797	"normal"
2	0.22	0	0	9.888	10.3221283888832	50	100	100	-0.434128388883236	-5.05062607489712	"normal"
3	0.22	0	0	9.888	10.3354143663996	50	100	100	-0.447414366399574	-4.79471856739142	"normal"
1	0.23	0	0	9.888	10.3815025223956	50	100	100	-0.493502522395614	-4.90809632518079	"normal"
2	0.23	0	0	9.888	10.3162423428536	50	100	100	-0.428242342853592	-4.75487008467448	"normal"
3	0.23	0	0	9.888	10.3761887308253	50	100	100	-0.488188730825314	-3.55011623350833	"normal"
1	0.24	0	0	9.888	10.3352160446998	50	100	100	-0.447216044699841	-3.90827744435395	"normal"
2	0.24	0	0	9.888	10.4589316876052	50	100	100	-0.570931687605206	-5.25458894583007	"normal"
3	0.24	0	0	9.888	10.1855996732031	50	100	100	-0.297599673203139	-4.37610011585303	"normal"
1	0.25	0	0	9.888	10.451846641708	50	100	100	-0.563846641707974	-4.58709906921434	"normal"
2	0.25	0	0	9.888	10.2998766028198	50	100	100	-0.411876602819772	-4.90148186099853	"normal"
3	0.25	0	0	9.888	10.2284840043811	50	100	100	-0.340484004381093	-4.51880300070635	"normal"
1	0.26	0	0	9.888	10.4259772649049	50	100	100	-0.53797726490491	-4.46411733193233	"normal"
2	0.26	0	0	9.888	10.4089320345442	50	100	100	-0.520932034544215	-5.00245990671066	"normal"
3	0.26	0	0	9.888	10.5682957243432	50	100	100	-0.680295724343171	-5.24353754112738	"normal"
1	0.27	0	0	9.888	10.2052395844362	50	100	100	-0.317239584436194	-4.96404086124766	"normal"
2	0.27	0	0	9.888	10.3066261317711	50	100	100	-0.41862613177107	-4.73830839420042	"normal"
3	0.27	0	0	9.888	10.4190683264484	50	100	100	-0.531068326448391	-4.30284594736951	"normal"
1	0.28	0	0	9.888	10.3926706489491	50	100	100	-0.504670648949135	-4.15362113148863	"normal"
2	0.28	0	0	9.888	10.3164010843011	50	100	100	-0.428401084301088	-5.01294054576555	"normal"
3	0.28	0	0	9.888	10.3005182644618	50	100	100	-0.412518264461763	-4.05134869077216	"normal"
1	0.29	0	0	9.888	10.2870991241602	50	100	100	-0.399099124160156	-4.76875128503165	"normal"
2	0.29	0	0	9.888	10.3789741491026	50	100	100	-0.490974149102598	-4.59945224107299	"normal"
3	0.29	0	0	9.888	10.2784809688273	50	100	100	-0.390480968827271	-3.92508623156148	"normal"
1	0.3	0	0	9.888	10.2220094324328	50	100	100	-0.334009432432781	-4.49704514669024	"normal"
2	0.3	0	0	9.888	10.3763730588302	50	100	100	-0.488373058830172	-4.67548215249734	"normal"
3	0.3	0	0	9.888	10.1688439599801	50	100	100	-0.280843959980139	-4.96371229746143	"normal"
1	0.31	0	0	9.888	10.4094546869217	50	100	100	-0.521454686921677	-4.13728011709819	"normal"
2	0.31	0	0	9.888	10.4425726921513	50	100	100	-0.554572692151295	-4.13900571329026	"normal"
3	0.31	0	0	9.888	10.2481472193465	50	100	100	-0.360147219346466	-4.96233372258906	"normal"
1	0.32	0	0	9.888	10.4648611876098	50	100	100	-0.576861187609783	-4.17840780079525	"normal"
2	0.32	0	0	9.888	10.3223854265107	50	100	100	-0.434385426510687	-4.52314002806203	"normal"
3	0.32	0	0	9.888	10.2951566967056	50	100	100	-0.407156696705641	-4.94079001822505	"normal"
1	0.33	0	0	9.888	10.564734440769	50	100	100	-0.676734440768954	-4.75221212945691	"normal"
2	0.33	0	0	9.888	10.3951649533869	50	100	100	-0.507164953386884	-4.62004262682155	"normal"
3	0.33	0	0	9.888	10.4073691520525	50	100	100	-0.51936915205248	-4.19756469010873	"normal"
1	0.34	0	0	9.888	10.2891318518147	50	100	100	-0.401131851814727	-4.17859402612093	"normal"
2	0.34	0	0	9.888	10.4498603164863	50	100	100	-0.561860316486259	-4.84652065810167	"normal"
3	0.34	0	0	9.888	10.3051450202746	50	100	100	-0.417145020274644	-4.27054352551914	"normal"
1	0.35	0	0	9.888	10.3363301586461	50	100	100	-0.448330158646115	-4.59009379942318	"normal"
2	0.35	0	0	9.888	10.3839489461723	50	100	100	-0.495948946172328	-4.30530504351741	"normal"
3	0.35	0	0	9.888	10.4225770443848	50	100	100	-0.534577044384809	-4.66810005166221	"normal"
1	0.36	0	0	9.888	10.703255253278	50	100	100	-0.815255253278048	-3.98555277057341	"normal"
2	0.36	0	0	9.888	10.4838440983654	50	100	100	-0.595844098365356	-4.45641313328425	"normal"
3	0.36	0	0	9.888	10.5030695961546	50	100	100	-0.615069596154564	-4.92480351120363	"normal"
1	0.37	0	0	9.888	10.2238283596615	50	100	100	-0.335828359661505	-4.69313975520276	"normal"
2	0.37	0	0	9.888	10.3811697091844	50	100	100	-0.493169709184373	-4.6692206532172	"normal"
3	0.37	0	0	9.888	10.1138769865239	50	100	100	-0.225876986523948	-4.65329858989319	"normal"
1	0.38	0	0	9.888	10.4730498849175	50	100	100	-0.585049884917488	-4.27961420163688	"normal"
2	0.38	0	0	9.888	10.4820278619454	50	100	100	-0.594027861945357	-4.49233728971752	"normal"
3	0.38	0	0	9.888	10.1506827612429	50	100	100	-0.262682761242855	-4.81144762059337	"normal"
1	0.39	0	0	9.888	10.3100087105538	50	100	100	-0.422008710553772	-4.40097070634023	"normal"
2	0.39	0	0	9.888	10.4567733547013	50	100	100	-0.568773354701325	-4.60644725866118	"normal"
3	0.39	0	0	9.888	10.6846096353877	50	100	100	-0.796609635387743	-4.45078426385722	"normal"
1	0.4	0	0	9.888	10.4895221539647	50	100	100	-0.601522153964739	-4.51548280060787	"normal"
2	0.4	0	0	9.888	10.3225242941339	50	100	100	-0.434524294133928	-4.49769580652324	"normal"
3	0.4	0	0	9.888	10.4555823670664	50	100	100	-0.567582367066434	-3.90916778298345	"normal"
1	0.41	0	0	9.888	10.4071555622893	50	100	100	-0.519155562289349	-4.01397396100949	"normal"
2	0.41	0	0	9.888	10.3912558483228	50	100	100	-0.503255848322837	-4.54601996889313	"normal"
3	0.41	0	0	9.888	10.4877227296397	50	100	100	-0.599722729639703	-4.61794253011945	"normal"
1	0.42	0	0	9.888	10.2182889778652	50	100	100	-0.330288977865203	-4.66604661230267	"normal"
2	0.42	0	0	9.888	10.5341878447365	50	100	100	-0.646187844736472	-5.23184367681925	"normal"
3	0.42	0	0	9.888	10.2668173239813	50	100	100	-0.378817323981293	-6.17376498709576	"normal"
1	0.43	0	0	9.888	10.3807087162832	50	100	100	-0.492708716283248	-4.74793836680037	"normal"
2	0.43	0	0	9.888	10.4257018161756	50	100	100	-0.537701816175622	-4.93937566393256	"normal"
3	0.43	0	0	9.888	10.5303462265255	50	100	100	-0.642346226525492	-4.6623554342087	"normal"
1	0.44	0	0	9.888	10.2911203672791	50	100	100	-0.403120367279131	-4.11804980224833	"normal"
2	0.44	0	0	9.888	10.4301203227004	50	100	100	-0.542120322700379	-4.81693833109725	"normal"
3	0.44	0	0	9.888	10.5895029188368	50	100	100	-0.701502918836773	-4.68901404028983	"normal"
1	0.45	0	0	9.888	10.5683024491997	50	100	100	-0.680302449199672	-5.01723718448224	"normal"
2	0.45	0	0	9.888	10.3653949833067	50	100	100	-0.477394983306702	-4.07150704715443	"normal"
3	0.45	0	0	9.888	10.5968796066902	50	100	100	-0.708879606690228	-4.70779757102529	"normal"
1	0.46	0	0	9.888	10.2695432136577	50	100	100	-0.381543213657705	-4.69000940121631	"normal"
2	0.46	0	0	9.888	10.3282229396438	50	100	100	-0.44022293964376	-4.06076166193826	"normal"
3	0.46	0	0	9.888	10.4694421001203	50	100	100	-0.581442100120276	-4.4096585403606	"normal"
1	0.47	0	0	9.888	10.513049512737	50	100	100	-0.625049512736991	-4.23578029084061	"normal"
2	0.47	0	0	9.888	10.4439661859503	50	100	100	-0.555966185950345	-5.01943191892677	"normal"
3	0.47	0	0	9.888	10.542433123198	50	100	100	-0.654433123197961	-4.30455598863488	"normal"
1	0.48	0	0	9.888	10.3628342906495	50	100	100	-0.474834290649508	-4.50762670285161	"normal"
2	0.48	0	0	9.888	10.5021143117293	50	100	100	-0.614114311729338	-4.78545234142648	"normal"
3	0.48	0	0	9.888	10.3000068852424	50	100	100	-0.412006885242425	-5.05132795485549	"normal"
1	0.49	0	0	9.888	10.3315653592725	50	100	100	-0.443565359272483	-4.79170452452986	"normal"
2	0.49	0	0	9.888	10.3238231020096	50	100	100	-0.435823102009637	-4.8317629897085	"normal"
3	0.49	0	0	9.888	10.2966559991032	50	100	100	-0.408655999103173	-4.9614796072832	"normal"
1	0.5	0	0	9.888	10.3328979564963	50	100	100	-0.444897956496325	-4.18142238082954	"normal"
2	0.5	0	0	9.888	10.4066196831072	50	100	100	-0.518619683107239	-4.44498135675699	"normal"
3	0.5	0	0	9.888	10.377053981092	50	100	100	-0.489053981091953	-4.73910522056605	"normal"
1	0.51	0	0	9.888	10.4483924991465	50	100	100	-0.560392499146536	-3.77216113592228	"normal"
2	0.51	0	0	9.888	10.287636876882	50	100	100	-0.399636876881996	-4.61228672507554	"normal"
3	0.51	0	0	9.888	10.4933941830478	50	100	100	-0.605394183047807	-4.95148650853305	"normal"
1	0.52	0	0	9.888	10.3509651099957	50	100	100	-0.462965109995745	-4.4376870664953	"normal"
2	0.52	0	0	9.888	10.4492522194172	50	100	100	-0.561252219417154	-4.25265071938014	"normal"
3	0.52	0	0	9.888	10.3779348955792	50	100	100	-0.48993489557922	-4.42880608363057	"normal"
1	0.53	0	0	9.888	10.2849041492934	50	100	100	-0.396904149293379	-4.63081368788935	"normal"
2	0.53	0	0	9.888	10.3687872265085	50	100	100	-0.480787226508529	-4.77633910971223	"normal"
3	0.53	0	0	9.888	10.3222572856633	50	100	100	-0.434257285663348	-3.72694545304804	"normal"
1	0.54	0	0	9.888	10.4877524536966	50	100	100	-0.599752453696588	-4.83536645087583	"normal"
2	0.54	0	0	9.888	10.336857876982	50	100	100	-0.448857876981986	-4.68546954033653	"normal"
3	0.54	0	0	9.888	10.3827443179105	50	100	100	-0.494744317910488	-3.8460127793283	"normal"
1	0.55	0	0	9.888	10.4615445738631	50	100	100	-0.573544573863146	-4.2424479186813	"normal"
2	0.55	0	0	9.888	10.3348212539599	50	100	100	-0.446821253959911	-4.40804580489613	"normal"
3	0.55	0	0	9.888	10.4474133251015	50	100	100	-0.559413325101541	-4.8322468180939	"normal"
1	0.56	0	0	9.888	10.3472375934835	50	100	100	-0.459237593483504	-4.23110611047236	"normal"
2	0.56	0	0	9.888	10.4298720430702	50	100	100	-0.541872043070217	-4.6562582447348	"normal"
3	0.56	0	0	9.888	10.4959299405482	50	100	100	-0.607929940548203	-3.61981558114581	"normal"
1	0.57	0	0	9.888	10.3532484542783	50	100	100	-0.465248454278337	-5.04668626109435	"normal"
2	0.57	0	0	9.888	10.4428118442049	50	100	100	-0.554811844204933	-4.31534714907159	"normal"
3	0.57	0	0	9.888	10.4496132362421	50	100	100	-0.561613236242103	-4.44249740413619	"normal"
1	0.58	0	0	9.888	10.3774846401046	50	100	100	-0.489484640104642	-4.45363563997937	"normal"
2	0.58	0	0	9.888	10.2841208904221	50	100	100	-0.396120890422077	-4.38210828342142	"normal"
3	0.58	0	0	9.888	10.27429985837	50	100	100	-0.386299858369984	-4.09304265988841	"normal"
1	0.59	0	0	9.888	10.384692360054	50	100	100	-0.496692360053974	-4.08847293961308	"normal"
2	0.59	0	0	9.888	10.3678942065883	50	100	100	-0.479894206588312	-5.32643771875695	"normal"
3	0.59	0	0	9.888	10.3890492877188	50	100	100	-0.501049287718796	-4.32918705924926	"normal"
1	0.6	0	0	9.888	10.3246982126174	50	100	100	-0.436698212617449	-4.83205270421158	"normal"
2	0.6	0	0	9.888	10.3230592340094	50	100	100	-0.435059234009389	-3.86322858822809	"normal"
3	0.6	0	0	9.888	10.3862136615772	50	100	100	-0.498213661577186	-4.28249313812792	"normal"
1	0.61	0	0	9.888	10.4117607320877	50	100	100	-0.523760732087664	-4.54255933176101	"normal"
2	0.61	0	0	9.888	10.4080181874266	50	100	100	-0.520018187426627	-4.35660110865343	"normal"
3	0.61	0	0	9.888	10.2419817465524	50	100	100	-0.353981746552435	-3.96108092477115	"normal"
1	0.62	0	0	9.888	10.1647137200552	50	100	100	-0.27671372005522	-3.80228549480242	"normal"
2	0.62	0	0	9.888	10.3721373450659	50	100	100	-0.484137345065905	-3.94545442849539	"normal"
3	0.62	0	0	9.888	10.3399567999356	50	100	100	-0.451956799935632	-3.73668959394766	"normal"
1	0.63	0	0	9.888	10.3340511622843	50	100	100	-0.446051162284306	-4.11105535838927	"normal"
2	0.63	0	0	9.888	10.3704041007791	50	100	100	-0.482404100779146	-4.77754514280393	"normal"
3	0.63	0	0	9.888	10.371827392185	50	100	100	-0.483827392184976	-4.7295882396515	"normal"
1	0.64	0	0	9.888	10.3251364444984	50	100	100	-0.437136444498389	-4.43080177616224	"normal"
2	0.64	0	0	9.888	10.4363561933422	50	100	100	-0.548356193342155	-4.6074722832895	"normal"
3	0.64	0	0	9.888	10.3051472238833	50	100	100	-0.417147223883328	-4.26895281374453	"normal"
1	0.65	0	0	9.888	10.3586214922805	50	100	100	-0.470621492280507	-4.2476667987291	"normal"
2	0.65	0	0	9.888	10.296614224904	50	100	100	-0.408614224903991	-4.95494116673348	"normal"
3	0.65	0	0	9.888	10.4134895522007	50	100	100	-0.525489552200689	-3.98008488567621	"normal"
1	0.66	0	0	9.888	10.4497767101282	50	100	100	-0.561776710128202	-5.12857898499687	"normal"
2	0.66	0	0	9.888	10.3633150784261	50	100	100	-0.475315078426149	-4.53383736567117	"normal"
3	0.66	0	0	9.888	10.4342203258091	50	100	100	-0.546220325809147	-4.22278208965221	"normal"
1	0.67	0	0	9.888	10.3355688009086	50	100	100	-0.44756880090863	-5.25026380928964	"normal"
2	0.67	0	0	9.888	10.4227238841424	50	100	100	-0.534723884142418	-4.42011235845371	"normal"
3	0.67	0	0	9.888	10.1900735510885	50	100	100	-0.302073551088506	-4.54022243537926	"normal"
1	0.68	0	0	9.888	10.295500051772	50	100	100	-0.407500051772024	-4.64495352303657	"normal"
2	0.68	0	0	9.888	10.5440205199287	50	100	100	-0.656020519928708	-4.20790739230248	"normal"
3	0.68	0	0	9.888	10.3086174031876	50	100	100	-0.420617403187562	-4.63475577659284	"normal"
1	0.69	0	0	9.888	10.4765499391864	50	100	100	-0.588549939186441	-4.54784920458041	"normal"
2	0.69	0	0	9.888	10.4128704612605	50	100	100	-0.52487046126047	-4.25815676609361	"normal"
3	0.69	0	0	9.888	10.4315085814883	50	100	100	-0.543508581488272	-4.86401906166601	"normal"
1	0.7	0	0	9.888	10.4049833760444	50	100	100	-0.516983376044427	-4.68432835300831	"normal"
2	0.7	0	0	9.888	10.3688289675915	50	100	100	-0.480828967591483	-3.95963991950097	"normal"
3	0.7	0	0	9.888	10.3378171334903	50	100	100	-0.449817133490253	-4.91056968960388	"normal"
1	0.71	0	0	9.888	10.2198315950441	50	100	100	-0.331831595044077	-4.43417092779783	"normal"
2	0.71	0	0	9.888	10.3782506342989	50	100	100	-0.490250634298935	-4.50418150588023	"normal"
3	0.71	0	0	9.888	10.4990377431513	50	100	100	-0.611037743151327	-4.26147535090559	"normal"
1	0.72	0	0	9.888	10.5928180817087	50	100	100	-0.704818081708698	-4.78936907457456	"normal"
2	0.72	0	0	9.888	10.3775316160798	50	100	100	-0.489531616079804	-4.2439141281384	"normal"
3	0.72	0	0	9.888	10.3487627724506	50	100	100	-0.460762772450583	-4.80309830016913	"normal"
1	0.73	0	0	9.888	10.3805621304725	50	100	100	-0.492562130472523	-4.58649224007314	"normal"
2	0.73	0	0	9.888	10.149809500882	50	100	100	-0.261809500881977	-4.99097771929719	"normal"
3	0.73	0	0	9.888	10.3582147978694	50	100	100	-0.470214797869399	-4.57278195213071	"normal"
1	0.74	0	0	9.888	10.2225890271504	50	100	100	-0.334589027150397	-5.03834940665699	"normal"
2	0.74	0	0	9.888	10.3428351712198	50	100	100	-0.454835171219752	-4.93085946261394	"normal"
3	0.74	0	0	9.888	10.3015526962696	50	100	100	-0.413552696269637	-5.61896003262039	"normal"
1	0.75	0	0	9.888	10.3000537640207	50	100	100	-0.412053764020721	-4.73369120380677	"normal"
2	0.75	0	0	9.888	10.4068941171826	50	100	100	-0.518894117182573	-3.92020582270006	"normal"
3	0.75	0	0	9.888	10.304267257913	50	100	100	-0.416267257912956	-4.46090344155884	"normal"
1	0.76	0	0	9.888	10.5128722622451	50	100	100	-0.6248722622451	-5.19883431147534	"normal"
2	0.76	0	0	9.888	10.3264628681692	50	100	100	-0.43846286816915	-3.79588949784267	"normal"
3	0.76	0	0	9.888	10.3400103083152	50	100	100	-0.45201030831517	-4.27998217148452	"normal"
1	0.77	0	0	9.888	10.4184811528537	50	100	100	-0.530481152853731	-4.81722010748098	"normal"
2	0.77	0	0	9.888	10.4205865832006	50	100	100	-0.532586583200629	-3.42822197946844	"normal"
3	0.77	0	0	9.888	10.4251456288648	50	100	100	-0.537145628864826	-4.87943225832349	"normal"
1	0.78	0	0	9.888	10.3967663836406	50	100	100	-0.508766383640634	-4.99424961446012	"normal"
2	0.78	0	0	9.888	10.3613997681968	50	100	100	-0.473399768196765	-3.73435996062036	"normal"
3	0.78	0	0	9.888	10.3635056130223	50	100	100	-0.475505613022253	-5.31583213578923	"normal"
1	0.79	0	0	9.888	10.452362162882	50	100	100	-0.564362162881972	-4.55531803659034	"normal"
2	0.79	0	0	9.888	10.3917358512504	50	100	100	-0.503735851250424	-3.89876973305525	"normal"
3	0.79	0	0	9.888	10.6215881206279	50	100	100	-0.733588120627852	-4.38278536559951	"normal"
1	0.8	0	0	9.888	10.341414270797	50	100	100	-0.453414270796998	-4.65760018413719	"normal"
2	0.8	0	0	9.888	10.3637130652263	50	100	100	-0.475713065226277	-4.40121070620108	"normal"
3	0.8	0	0	9.888	10.3719450621153	50	100	100	-0.483945062115321	-4.55568808799003	"normal"
1	0.81	0	0	9.888	10.3284920898034	50	100	100	-0.440492089803422	-3.81817605754324	"normal"
2	0.81	0	0	9.888	10.2563885979978	50	100	100	-0.368388597997793	-4.12265591588339	"normal"
3	0.81	0	0	9.888	10.1531809381782	50	100	100	-0.265180938178215	-4.52012744418695	"normal"
1	0.82	0	0	9.888	10.3301100697988	50	100	100	-0.442110069798826	-4.49535844868198	"normal"
2	0.82	0	0	9.888	10.5572705770203	50	100	100	-0.669270577020333	-4.79065452822776	"normal"
3	0.82	0	0	9.888	10.3365711636492	50	100	100	-0.448571163649195	-4.37833374669912	"normal"
1	0.83	0	0	9.888	10.5810417399958	50	100	100	-0.693041739995801	-4.72636032583679	"normal"
2	0.83	0	0	9.888	10.4936133634106	50	100	100	-0.60561336341056	-4.87324242798744	"normal"
3	0.83	0	0	9.888	10.4557769049316	50	100	100	-0.567776904931637	-4.72023529833294	"normal"
1	0.84	0	0	9.888	10.3743747118841	50	100	100	-0.486374711884132	-4.48458527266586	"normal"
2	0.84	0	0	9.888	10.3721398464591	50	100	100	-0.48413984645914	-4.99923458617889	"normal"
3	0.84	0	0	9.888	10.4413889619249	50	100	100	-0.55338896192494	-4.4685784071173	"normal"
1	0.85	0	0	9.888	10.4927003106058	50	100	100	-0.604700310605786	-4.50291094263452	"normal"
2	0.85	0	0	9.888	10.3450160706012	50	100	100	-0.457016070601171	-4.30064225882428	"normal"
3	0.85	0	0	9.888	10.3728445403312	50	100	100	-0.484844540331171	-4.32287268533407	"normal"
1	0.86	0	0	9.888	10.2024626793983	50	100	100	-0.314462679398254	-4.02211495060289	"normal"
2	0.86	0	0	9.888	10.4263400674135	50	100	100	-0.538340067413522	-4.26668214767522	"normal"
3	0.86	0	0	9.888	10.513260987753	50	100	100	-0.625260987753036	-4.15838743817505	"normal"
1	0.87	0	0	9.888	10.3356582552481	50	100	100	-0.447658255248076	-4.81346870284042	"normal"
2	0.87	0	0	9.888	10.3283591682521	50	100	100	-0.440359168252106	-4.49490993082829	"normal"
3	0.87	0	0	9.888	10.4680625984616	50	100	100	-0.58006259846162	-4.59715257607756	"normal"
1	0.88	0	0	9.888	10.2248522221002	50	100	100	-0.336852222100177	-4.76254736070945	"normal"
2	0.88	0	0	9.888	10.4003963777569	50	100	100	-0.512396377756911	-4.42307718742382	"normal"
3	0.88	0	0	9.888	10.3430543768624	50	100	100	-0.455054376862396	-5.3745117492762	"normal"
1	0.89	0	0	9.888	10.3936753406253	50	100	100	-0.50567534062532	-5.1529369465373	"normal"
2	0.89	0	0	9.888	10.3927919077647	50	100	100	-0.504791907764735	-4.40359812417223	"normal"
3	0.89	0	0	9.888	10.3704338381532	50	100	100	-0.482433838153241	-3.70683235632627	"normal"
1	0.9	0	0	9.888	10.3070296680136	50	100	100	-0.419029668013554	-4.48825172125157	"normal"
2	0.9	0	0	9.888	10.2943329983648	50	100	100	-0.406332998364835	-4.33840049997487	"normal"
3	0.9	0	0	9.888	10.032692515661	50	100	100	-0.144692515660983	-4.38842865136423	"normal"
1	0.91	0	0	9.888	10.4083025984726	50	100	100	-0.520302598472576	-4.755620411173	"normal"
2	0.91	0	0	9.888	10.3215743718727	50	100	100	-0.433574371872727	-5.22519779827833	"normal"
3	0.91	0	0	9.888	10.3558303771465	50	100	100	-0.467830377146521	-4.76214058632579	"normal"
1	0.92	0	0	9.888	10.0873723119388	50	100	100	-0.199372311938809	-4.40592013269337	"normal"
2	0.92	0	0	9.888	10.4226276569404	50	100	100	-0.534627656940376	-3.90159817432555	"normal"
3	0.92	0	0	9.888	10.4175312749622	50	100	100	-0.529531274962187	-4.03704822879572	"normal"
1	0.93	0	0	9.888	10.4944778556228	50	100	100	-0.606477855622801	-4.5179357418246	"normal"
2	0.93	0	0	9.888	10.2084012986594	50	100	100	-0.320401298659416	-4.63274923607858	"normal"
3	0.93	0	0	9.888	10.3497616685512	50	100	100	-0.461761668551173	-4.46588858358113	"normal"
1	0.94	0	0	9.888	10.2612880942149	50	100	100	-0.373288094214935	-4.23139209659218	"normal"
2	0.94	0	0	9.888	10.3972239073566	50	100	100	-0.509223907356555	-4.7839753034357	"normal"
3	0.94	0	0	9.888	10.3914697727574	50	100	100	-0.503469772757414	-4.5773109351147	"normal"
1	0.95	0	0	9.888	10.341151150512	50	100	100	-0.453151150511996	-4.60605197327907	"normal"
2	0.95	0	0	9.888	10.4141454204458	50	100	100	-0.526145420445815	-4.40493482265682	"normal"
3	0.95	0	0	9.888	10.4361268040937	50	100	100	-0.548126804093709	-4.58699572382484	"normal"
1	0.96	0	0	9.888	10.3028420000264	50	100	100	-0.414842000026427	-4.94944360389726	"normal"
2	0.96	0	0	9.888	10.4774240325353	50	100	100	-0.589424032535312	-4.90237231002744	"normal"
3	0.96	0	0	9.888	10.2567328934774	50	100	100	-0.368732893477402	-5.35617429430966	"normal"
1	0.97	0	0	9.888	10.3500834188009	50	100	100	-0.462083418800949	-4.85012712973591	"normal"
2	0.97	0	0	9.888	10.3361359944961	50	100	100	-0.448135994496138	-3.95778258192687	"normal"
3	0.97	0	0	9.888	10.5001947656751	50	100	100	-0.612194765675142	-4.98855420681441	"normal"
1	0.98	0	0	9.888	10.2698298168194	50	100	100	-0.381829816819399	-4.94225524274383	"normal"
2	0.98	0	0	9.888	10.4386499131885	50	100	100	-0.550649913188527	-4.56580470811484	"normal"
3	0.98	0	0	9.888	10.2850191148764	50	100	100	-0.397019114876386	-4.31473962025573	"normal"
1	0.99	0	0	9.888	10.4478329642916	50	100	100	-0.55983296429164	-3.97654052736185	"normal"
